cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10_parede_alv,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1b_micro_internet,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10b_sem_fund,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d11_sem_registro,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v6264_igual,e2z_v6264_naonulo,e3_estrangeiro,e4_trab_outro_mun,e5_desloc_mais_1h,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
3127057,450,1499,1407,4687.00000000001,65.48,13.36,75.29,11.39,0,3.34,48.73,37.56,50.56,662.36,903.3,0.62,6.59,8.57,72.98,42.41,21.57,94.83,47.22,86.86,45.52,15.23,55.11,88.44,45.7,6.85,70.43,76.69,72.65,100,100,92.67,69.28,97.02,78.13,58.86,23.31,15.44,4.26,45.7,0.671,930.65,1386.2,0.93,1110.65,1194.43,12.35,39.56,10.84,40.75,22.54,32.48,1328.82,1151.8,32.23,7.96,0,28.62,6.45,4.37,60.56,0,29,0.44,9.13,11.66,1.04,23.02,4.62,3.48,8.1,0,2.34,9.62,3.13,39.6,49.14
3127073,524,1933,1592,5940.00000000001,76.24,17.31,88.06,3.88,0.21,3.73,52.47,31.66,50.91,603.22,872.13,0.62,3.81,4.53,45.1,41.58,10.69,93.59,1.25,69.53,0.21,26.9,30.5,68.43,0.36,1.99,65.86,86.35,69.1,100,100,90.52,75.06,94.71,71.99,59.42,13.65,7.88,2.3,59.98,0.676,999.16,1477.37,0.956,1205.4,1260.73,7.73,39.65,6.52,56.07,45.12,30.49,1383.93,1219.47,34.92,3.13,0,22.52,7.68,1.32,68.43,0.06,24,0.27,11.89,8.52,1.04,13.88,3.77,0.52,4.29,0,14.08,4.5,3.5,34.8,49.47
3127107,1791,5226,18220,53467.9999999998,86,9.3,60.51,24,1.37,2.96,38.78,32.42,46.32,1263.22,2091.44,1.64,26.73,34.21,82.39,14.25,15.31,99.77,87.74,96.96,85.55,0.33,90.26,99.47,81.32,36.63,93.35,56.04,93.09,100,100,93.61,18.28,97.58,83.16,66.65,44.15,26.43,9.07,64.11,0.644,2122.6,3294.76,0.616,1996.54,3240.3,18.34,19.81,4.35,61.32,71.43,62.65,2918.61,2800.46,24.41,6.13,0.12,63.73,6.97,0.89,28.29,0.12,31,0.41,7.88,8.3,1.03,33.26,8.48,2.72,11.15,0.08,4.03,6.31,2.8,34.43,45.54
3127206,397,1288,1203,3855.00000000002,94.09,11.86,77.1,6.84,0,3.25,49.8,31.41,49.09,804.3,1130.74,0.86,5.91,15.01,73.07,35.48,16.34,99.49,37.89,90.86,31.63,0.95,88.27,98.89,35.26,21.45,88.3,70.42,87.47,100,100,92.4,26.6,97.47,79.9,65.74,29.58,20.45,2.28,50.06,0.709,1262.16,1780.25,0.763,1443.54,1892.67,10.65,31.55,7.86,46.12,53.85,55.66,1537.31,1542.92,30.8,5.68,0,24.07,7.82,2.79,65.32,0,29,0.29,9.11,7.57,1.03,49.9,15.22,2.29,17.51,0,14.88,3.36,3.02,35.17,47.66
3127305,752,2272,2292,6951.00000000001,92.55,10.84,63.72,18.27,0.92,3.06,44.71,34.76,49.71,906.02,1513.92,1.1,16.28,23.23,80.51,28.25,28.72,99.21,76.05,98.25,73.02,9.19,67.64,98.88,73.33,19.62,79.58,71.39,81.15,100,100,93.45,49.59,95.81,77.06,72.61,28.61,17.6,4.5,51.8,0.673,1475.28,2190.88,0.651,1601.74,2459.2,16.09,31.27,8.77,47.26,37.97,44.64,1952.23,1851.2,29.2,12.36,0.58,29.97,11.32,1.95,56.38,0.38,31,0.39,7.79,9.89,0.96,38.85,11.39,2.42,13.13,0.08,8.36,2.82,2.9,37.61,48.64
3127339,501,1744,1485,5139.00000000001,78.44,12.27,85.42,3.39,0,3.46,51.35,24.18,48.94,633.98,879.22,0.6,2.74,8.14,80.73,40.95,19.08,96.37,1.24,84.61,0,18.65,25.7,80.33,1.24,4.57,74.77,74.47,77.37,100,100,92.93,64.91,98.92,79.82,72.78,25.53,17.36,3.98,58.78,0.836,1100.95,1316.17,0.788,1073.3,1362.38,11.47,36.72,9.49,53.2,15.96,25.78,1190.06,1200.81,34.87,6.47,0,41.64,3.37,1.06,53.93,0,28,0.31,8.37,7.75,1.04,21.49,9.03,1.96,10.99,0,6.75,4.54,3.23,28,47.55
3127354,315,1204,854.000000000002,2962.00000000001,81.7,10.39,91.37,5.14,0,3.47,48.51,25.06,51.22,780.64,940.13,0.69,4.58,9.01,70.49,35.49,12.88,99.5,21.58,84.72,21.16,2.28,34.11,95.5,21.16,21.05,86.62,66.87,86.3,100,100,93.28,42.62,99.75,83.69,73.23,33.13,22.03,2.81,60.7,0.745,1096.09,1471.31,0.869,1254.41,1443.35,10.37,35.17,13.44,52.54,51.44,35.05,1316.62,1290.99,31.79,4.54,0,17.83,4.29,0.99,76.89,0,30,0.4,8.32,9.98,1.02,18.94,5.84,1.31,7.15,0,17.3,17.77,3.21,29.72,49.36
3127370,353,1029,1058,3053,92.34,7.55,66.04,19.49,3.55,2.9,42.36,48.72,47.37,790.1,1091.89,0.84,18.13,23.78,83.83,34.77,23.22,99.69,68.76,98.66,67.82,21.19,74.9,98.14,67.66,18.29,78.99,70.77,80.13,100,100,92.32,57.88,96.74,65.69,59.64,29.23,17.48,4.33,48.07,0.606,1152.53,1900.98,0.762,1394.3,1830.29,12.84,33.09,7.56,44.43,26.83,43.03,1765.32,1550.53,29.5,9.94,0.43,34.31,3.51,2.14,60.04,0,30,0.38,9.26,9.08,0.95,35.55,9.93,3.67,11.43,0,4.14,2.55,2.82,49.8,46.97
3127388,392,1200,1215,3659.00000000001,90.24,9.26,70.37,14.14,0.27,3.01,37.2,31.52,52.77,1206.45,1852.19,1.35,17.79,27.17,80.34,14.69,18.26,100,82.46,99.56,78.14,7.13,93,100,77.2,36.1,90.42,58.71,90.4,100,100,94.08,22.96,99.31,89.82,55.48,41.29,29.27,6.38,60.33,0.692,1679.5,2425.56,0.78,1865.65,2393.2,12.49,31.32,6.77,56.24,60.77,58.94,1827.54,2095.5,22.63,6.8,0,42.99,13.07,0.61,43.32,0,35,0.55,7.68,11.5,1.02,42.3,14.68,5.38,19.95,0.09,16.88,1.95,2.87,34.18,52.05
3127404,464,1452,1383,4220.00000000001,86.11,9.33,76.68,10.22,0,3.05,40.72,21.26,50.92,1182.79,1616.28,1.23,13.62,22.77,29.86,18.81,17.85,99.17,45.63,99.15,31.21,24.64,98.86,97.76,29.05,40.42,86.79,72.26,87.45,100,100,94.23,32.8,98.95,90.31,74.48,27.74,17.71,4.71,64.22,0.756,1644.19,2174.92,0.735,1489.83,2028.13,10.59,25.38,2.12,62.86,38.12,35.85,1785.81,1966.67,23.8,7.22,0,87.24,2.68,0.41,9.68,0,34,0.45,6.81,9.88,1.08,28.16,10.42,2.55,12.83,0.05,4.74,2.99,2.9,24.61,49.97
3127503,511,1961,1529.00000000001,5921.00000000002,89.71,13.4,86.78,7.8,0,3.87,58.05,34.21,50.95,603.22,871.63,0.62,5.55,11.66,54.82,48.89,30.97,99.2,48.48,83.37,48.35,29.64,54.76,95.39,47.02,6.7,81.71,79.81,83.23,100,100,92.75,53.22,98.84,83.99,66.11,20.5,13.75,4.37,48.42,0.871,1268.7,1456.62,0.711,1226.9,1725.6,11.9,31.3,14,41.64,31.19,35.88,1467.86,1356.52,40.73,10.01,0.6,26.5,7.34,0.05,66.1,0,26,0.27,8.56,7.67,0.98,20.41,6.27,3.39,8.76,0,18.38,5.75,3.51,39.67,48.98
3127602,667,2349,3377,11681,91.67,14.32,77.25,13.47,0.55,3.46,44.99,34.21,50.46,943.87,1263.54,0.92,16.28,23.04,87.12,26.5,17.86,98.71,75.73,97.04,68.67,2.74,78.83,96.52,69.82,18.12,92.23,65.64,91.66,100,100,93.85,27.82,98.45,82.82,69.29,34.57,20.76,6.12,56.44,0.699,1325.94,1896.16,0.787,1506.58,1913.83,15.03,28.67,6.42,52.82,61.05,60.31,1620.25,1608.91,30.53,6.34,0,23.67,9.99,1.41,64.93,0,29,0.39,7.73,8.8,0.94,24.15,6.82,2.12,8.94,0,9.54,2.73,3.21,38.47,48.85
3127701,7969,25378,83050.9999999999,263688.999999999,91.49,13.97,61.27,26.37,12.96,3.21,46.04,39.5,47.5,1206.45,1958.39,1.53,33.94,42.91,95.92,21.13,17.84,99.82,93.46,98.91,92.59,3.14,95.04,98.79,92.18,47.01,92.69,49.61,91.48,100,100,93.2,26.21,97.23,83.52,66.94,50.62,34.86,9.98,61.26,0.632,2075.66,3281.85,0.619,2229.09,3601.73,20.78,21.86,10.01,55.13,69.73,64.61,2663.98,2695.42,28.28,6.94,0.11,32.62,9.19,1.3,56.78,0.1,30,0.35,8.45,8.22,0.9,33.51,6.38,2.36,7.68,0.26,3.65,2.28,3,42.05,46.56
3127800,788,3062,3930,15024,79.04,19.73,83.88,7.23,0.3,3.84,54.73,34.64,47.44,721.5,1012.31,0.72,4.24,7.48,47.87,40.41,20.33,95.52,43.1,79.4,28.79,22.85,48.19,74.06,36.84,11.44,81.21,77.32,82.87,100,100,92.56,57.61,96.7,78.76,60.39,22.68,13.8,3.9,60.06,0.801,1244.06,1553.54,0.806,1346.32,1670.62,10.47,26.75,8.13,55.17,37.71,32.99,1391.88,1412.94,35.33,6.73,0.71,20.27,6.64,1.51,71.59,0,25,0.25,9.23,7.02,1.06,18.9,5.64,2.86,8.5,0,13.21,4.62,3.58,37.85,46.03
3127909,255,696,507.000000000002,1373,95.16,4.88,69.76,16.47,0,2.71,36.29,46.35,49.86,1206.45,1592.46,1.22,18.13,22.77,84.02,12.98,16.41,100,1.59,98.69,1.1,0.28,83.09,98.47,1.59,15.13,91.32,58.48,91.41,100,100,93.25,18.02,100,88.66,59.13,41.52,30.65,7.87,62.95,0.678,1580.31,2332.1,0.721,1574.65,2184.5,19.71,27.07,3.33,60.85,51.53,71.59,2003.75,1983.44,21.05,6.74,0,66.76,6.48,1.36,25.4,0,35,0.6,7.82,12.16,1.08,39.23,8.62,1,9.62,0,9.25,2.08,2.61,48.34,48.85
3128006,931,3050,9405.00000000017,31262.0000000007,86.36,10.35,69.47,21.35,4.65,3.33,48.87,36.12,48.07,1005.37,1914.64,1.39,19.45,29.28,79.47,23.9,24.76,99.07,74.81,93.27,72.57,21.03,80.76,96.26,70.63,26.78,88.42,65.44,88.71,100,100,94.02,34.06,98.45,82.1,61.58,34.56,24.53,6.13,63.22,0.745,1918.72,2576.61,0.611,1883.86,3081.91,13.02,24.84,8.34,57.95,56.57,50.05,2498.74,2257.2,27.34,9.54,0.29,30.07,7.79,0.65,61.4,0.09,29,0.35,7.53,8.45,0.95,32.4,10.23,2.45,11.7,0.03,6.57,5.82,3.1,39.13,47.04
3128105,873,2741,4461.00000000004,13872.0000000002,90.98,9.11,76.6,9.21,0.43,3.14,43.61,22.98,48.65,1206.45,1480.26,1.1,16.23,20.93,69.73,18.87,20.55,99.43,71.19,99.11,61.93,0.66,70.32,99.34,65.22,30.83,89.99,70.04,89.91,100,100,93.95,31.78,97.98,82.96,65.46,30.02,19.46,5.5,62.84,0.72,1421.83,1973.59,0.83,1546.34,1862.86,10.76,26.16,2.89,61.03,57.32,52.54,1815.27,1745.28,21.77,8.18,0.24,64.78,6.49,1.44,27.19,0.1,32,0.4,7.72,8.76,1.1,25.47,7.16,1.97,9.13,0.04,2.37,3.59,3.01,24.94,48
3128204,582,1969,2977.00000000011,10223.0000000005,85.09,9.32,84.89,5.63,0.15,3.45,41.99,33.16,52.43,863.44,1137.39,0.87,4.81,9.72,40.38,33.6,28.45,97.73,38.93,83.69,33.76,36.58,40.06,98.05,31.84,10.51,81.02,79.74,82.67,100,100,94.51,47.51,97.35,74.14,63.57,20.26,12.92,4.5,59.07,0.818,1256.58,1537.08,0.684,1250.1,1828.82,7.08,37.51,1.61,58.12,30.34,33.05,1369.55,1401.44,23.91,10.01,0,25.52,14.23,1.07,59.04,0.14,33,0.58,6.39,12.09,1.02,15.25,4.09,1.08,5.17,0,13.46,1.91,3.19,36.41,50.95
3128253,471,1527,1440,4718,82.15,10.79,87.77,6.99,1.03,3.28,46.99,29.58,47.52,709.67,918.87,0.69,7.13,10.25,77.69,38.2,17.91,98.24,16.97,92.73,0.82,3.63,62.02,94.61,1.31,4.76,84.74,62.87,85.63,100,100,92.41,47.14,95.77,90.14,83.04,37.13,25.35,3.79,59.75,0.851,1176.68,1382.28,0.978,1276.41,1305.64,8.2,30.35,4.58,57.02,61.25,42.89,1269.55,1286.75,31.6,6.09,0,18.19,5.47,0.92,75.42,0,29,0.3,8.92,7.26,1.02,20.23,6.54,1.11,7.66,0,25.13,27.11,3.08,32.32,46.43
3128303,1224,3743,6112.99999999994,18713.9999999998,93.24,11.02,58.42,20.15,0,3.13,41.68,27.87,48.23,1206.45,1694.92,1.31,21.99,31.73,88.44,11.81,16.85,100,96.73,99.94,88.46,3.33,93.7,99.84,86.73,33.56,88.53,63.07,89.13,100,100,94.21,35.6,97.63,85.93,64.11,36.93,23.39,7.09,65.47,0.68,1665.76,2451.41,0.788,1792.06,2275.38,12.13,23.33,4.63,62.44,76.56,72.61,2061.66,2111.56,20.95,6.66,0,66.07,4.79,0.22,28.92,0,31,0.41,7.09,8.72,1.03,32.18,9.19,1.75,10.91,0.02,9.41,4.66,2.99,30.56,47.55
3128402,557,1715,2746.00000000001,8678.00000000005,92.45,8.67,68.08,14.78,1.51,3.23,39.49,40.4,50.9,1206.45,1703.39,1.3,21.26,28.17,79.33,16.14,15.86,99.46,74.87,97.67,68.49,20.63,84.64,99.16,68.06,28.82,88.25,66.77,88.57,100,100,94.15,27.55,97.68,82.51,50.45,33.23,22.86,7.02,59.39,0.744,1760.95,2367.29,0.57,1516.91,2662.58,13.93,26.98,4.04,56.99,63.48,64,1989.39,2089.65,22.85,6.84,0,47.19,16.65,0.05,36.11,0,33,0.58,6.96,11.64,1.04,18.45,5.8,1.56,7.3,0,10.92,4.56,3.02,42.71,49.49
3128501,412,1292,1269,3929,98.13,14.06,71.15,15.14,1.64,3.1,43.62,37.67,49.16,1206.45,1433.44,1.08,15.66,21.88,85.41,19.87,17.49,100,87.81,98.97,87.81,4.3,92.95,99.56,81.45,27.62,90.75,68.64,91.58,100,100,93.93,25.67,99.35,84.5,58.77,31.36,16.86,3.57,58.6,0.68,1324.01,1945.74,0.68,1330.83,1957.39,11.23,30.6,7.51,54.2,67.23,68.78,1659.01,1655.14,20.56,6.97,0.37,51.42,11.98,0.83,35.78,0,31,0.49,7.78,10.68,0.99,24.65,7.51,1.67,9.17,0.1,32.74,1.4,2.86,39.8,48.15
3128600,689,2114,2098.99999999993,6564.99999999971,90.4,9.97,61.6,11.94,0.45,3.13,44.21,24.86,46.77,1206.45,2107.09,1.57,14.72,22.28,57.43,18.71,10.87,98.07,55.96,95.76,54.39,3.89,59.99,95.41,54.27,20.51,91.09,66.42,90.45,100,100,92.76,28.67,97.84,80.2,60.89,33.58,19.56,5.96,64.86,0.479,1642.52,3428.07,0.551,2104.8,3817.72,12.85,24.21,5.63,61.21,48.07,44.88,3003.8,2700.52,27.36,4.01,0.61,32.6,6.43,1.59,59.37,0,30,0.28,8.69,6.92,1.09,45.51,14.69,1.85,16.48,0.04,1.98,2.78,3.05,26.2,46.28
3128709,1561,4942,15800.9999999997,49429.999999999,92.76,12.04,62.66,21.86,1.46,3.15,40.7,33.57,49.68,1206.45,2221.21,1.69,32.46,43.05,93.49,11.64,14.79,99.95,95.03,99.88,92.47,1.28,96.58,99.47,92.53,52.66,93.8,52.54,93.68,100,100,94.27,18.42,96.74,85.91,66.07,47.52,31.79,12.39,63.58,0.689,2180.29,3162.9,0.618,1883.33,3049.84,18.18,21.52,5.02,60.39,80.27,74.53,2558.33,2713.81,22.95,5.7,0,70.55,5.07,0.19,24.03,0.16,33,0.46,6.89,9.31,0.99,33.58,6.74,1.69,8.38,0.1,6.74,2.34,2.95,36.68,48.51
3128808,773,2483,2318,7206.00000000002,91.32,7.59,70.85,16.45,2.97,3.11,42.36,33.3,50.62,1206.45,1550.98,1.17,15.12,23,73.34,16.12,18.19,99.7,66.93,98.65,63.7,26.02,74.44,99.21,62.68,19.56,88.98,70.32,89.31,100,100,94.11,32.19,97.91,83.75,68.51,29.68,17.37,4.67,60.32,0.834,1623.32,1946.28,0.812,1605.89,1978.79,10.73,31.4,2.67,58.71,58.54,59.84,1679.29,1799.89,18.84,7.3,0,52.69,11.51,1.77,34.03,0,33,0.57,7.22,11.58,1.02,29.74,6.92,1.48,8.4,0,18.59,1.3,2.93,35.4,49.57
3128907,740,2378,2261,7265.00000000001,93.62,9.65,71.33,16.6,1.91,3.21,43.9,25.52,48.74,1194.62,1601.16,1.22,18.69,27.42,80.39,19.58,23.38,100,81.67,97.95,78.96,1.48,81.1,99.8,79.89,27.81,92.43,63.24,91.77,100,100,93.37,21.6,97.69,80.28,58.54,37.26,23.26,6.55,59.82,0.597,1570.86,2632.9,0.888,2022.51,2277.7,14.43,24.8,5.41,56.59,52.99,53.39,2298.86,2181.53,25.26,9,0,61.12,5.1,0.57,33.17,0.04,31,0.38,8.44,8.89,1.05,29.65,9.21,2.37,11.58,0,10.53,2.33,3.07,28.52,47.84
3129004,590,1819,2924.00000000002,8707.00000000005,95.9,5.11,64.14,14.56,3.78,2.99,37.63,24.85,51.28,1206.45,1409.2,1.07,12.24,18.36,52.5,18.46,20.94,100,45.19,99.23,40.81,40.76,65.06,98.78,39.74,19.93,86.15,74.23,86.67,100,100,94.89,31.98,99.58,78.44,77.14,25.77,16.73,5.43,55.7,0.747,1402.16,1877.6,0.685,1271.53,1857.01,9.02,34.07,3.35,53.84,44.29,36.07,1743.22,1675.75,21.93,9.23,0,69.43,5.89,0.8,23.88,0,35,0.65,6.53,12.41,1.03,12,4.4,1.19,5.59,0,9.68,0.92,2.88,26.52,50.67
3129103,739,2022,2243,6137.00000000001,79.13,4.65,50.39,10.69,0,2.75,34.17,26.83,50.32,1206.45,1573.1,1.24,8.56,13.52,47.57,20.95,23.58,97.28,46.01,95.74,45.23,1.97,46.52,98.51,45.34,16.99,85.25,70.35,85.91,100,100,94.7,33.2,97.13,83.31,72.97,29.65,17.96,5.19,62.78,0.574,1536.01,2677.61,0.834,1997.14,2394.5,9.1,33.14,3.52,60.57,49.39,44.59,2404.7,2218.64,26.69,11.47,0.62,54.91,2.7,0.39,42,0,37,0.65,6.32,13.05,1.12,44.84,12.29,3.43,15.72,0,2.08,5.43,2.64,28.5,49.95
3129202,653,1965,1986.99999999997,6120.99999999987,87.64,10.25,76.02,12.17,0.16,3.11,43.57,26.45,48.66,1206.45,1359.66,1.05,13.44,19.02,78,16.44,10.98,99.89,76.27,99.74,72.09,18.19,97.11,99.89,72.75,30.57,88.35,70,88.58,100,100,93.62,34.34,97,74.82,68.97,30,16.33,6.01,56.33,0.803,1568.19,1953.54,0.721,1375.34,1906.47,10.23,24.68,1.43,55.53,58.1,50.57,1845.92,1798.45,23.53,3.93,0,80.19,4.14,0,15.67,0,32,0.43,7.69,9.49,1.04,28.74,6.16,2.21,8.37,0,3.81,0.26,2.95,29.09,47.9
3129301,640,1966,3297.00000000005,10315.0000000002,90.43,11.65,74.61,10.82,0.78,3.14,43.94,29.7,49.35,946.23,1270.71,0.97,13.75,19.54,65.87,33.17,23.66,99.7,62.95,97.64,58.5,18.73,70.19,99.55,56.1,15.97,82.12,75.31,83.6,100,100,93.84,50.92,97.02,81.68,65.49,24.69,14.34,4.31,47.36,0.632,1350.59,2135.45,0.898,1679.27,1869.86,14.34,33.41,5.48,44.77,44.48,50.92,1916.45,1761.27,30.13,9.43,0.3,44.31,4.84,0.89,49.93,0.03,31,0.45,7.3,10.42,0.99,29.82,6.19,1.85,7.68,0.05,15.84,4.38,3.04,31.14,48.91
3129400,516,1638,1551,5036.00000000001,92.54,10.6,77.92,9.89,0,3.29,44.49,24.28,49.66,804.3,1083.07,0.78,6.83,12.47,72.54,31.26,20.28,99.79,72.15,98.22,63.92,12.3,77.99,98.79,66.05,11.8,84.24,77.78,85.63,100,100,93.39,41.63,98.99,80.92,71.42,22.22,15.32,4.54,52.56,0.671,1074.61,1600.38,0.798,1212.47,1519.19,8.16,28.67,4.57,50.15,39.1,46.1,1440.77,1380.56,28.28,7.26,0,55.6,6.6,0.29,37.5,0,32,0.43,8.08,9.44,1.02,22.16,6.32,2.14,8.46,0.06,8.7,6.4,3.06,28.72,48.18
3129509,738,2160,7747.0000000003,23218.0000000011,89.12,7.82,64.36,14.27,0.42,3.04,43.57,36.61,47,1206.45,1768.83,1.37,25.74,34.23,84.88,20.95,17.36,99.27,85.75,95.02,83.18,1.67,85.33,99.09,83.53,40.31,94.49,62.81,94.55,100,100,93.61,13.93,97.87,85.33,71.52,37.73,22.6,5.85,62.14,0.672,2051.26,3051.9,0.664,2059.11,3099.75,11.54,18.77,5.23,58.89,65.98,59.76,2730.7,2641.03,28.58,7,0,55.02,9.96,1.07,33.82,0.14,31,0.36,7.66,7.93,1.04,29.46,7.04,3.61,10.51,0.04,3.23,6.4,2.92,37.66,46.33
3129608,718,2529,2237.99999999999,7838.99999999996,68.96,19.78,82.37,11.54,1.04,3.5,53.81,40.43,46.43,603.22,872.43,0.64,3.53,6.49,72.51,46.61,23.65,95.62,2.17,76.53,0.54,6.53,60.16,87.84,2.17,5.12,80.33,75.44,80.99,100,100,91.77,49.73,96.98,81.81,57.75,24.88,15.66,4.1,56.42,0.65,971.16,1494.3,0.75,1160.15,1546.69,7.81,29.51,8.37,51.7,34.32,41.43,1248.93,1242.94,35,8.78,0.55,20.46,14.37,0.38,64.79,0,26,0.25,9.79,7.11,1.06,27.76,7.98,1.94,9.93,0.04,4.62,6.57,3.22,43.15,44.94
3129657,551,2002,1665,6155.00000000001,87.08,20.32,90.69,3.77,0,3.7,53.34,25.99,50.87,603.22,753.38,0.55,2.73,5.13,79.76,45.35,19.03,97.85,25.73,75.23,2.1,8.75,61.83,88.85,21.58,15.8,76.12,78.61,78.67,100,100,92.48,62.72,97.95,77.88,59.55,21.39,12.89,4.58,48.72,0.807,1056.34,1309.71,0.934,1149.51,1230.82,9.25,33.44,17.74,40.08,32.23,40.24,1286.98,1175.79,41.25,6.38,0.27,26.54,0.78,1.08,71.6,0,25,0.3,9.37,8.41,1.1,11.07,3.27,0.76,4.03,0,11.97,4.45,3.54,28.09,49.77
3129707,770,2584,3789,12176,91.09,14.97,55.72,14.91,0,3.29,46.2,29.09,46.02,1206.45,1836.17,1.41,17.7,26.8,74.04,10.18,15.09,99.12,84.2,97.13,72.59,1.56,92.62,99.64,72.3,37.94,90.95,60.36,91.41,100,100,92.11,30.32,93.42,72.71,72.81,39.64,22.89,6.91,67.31,0.638,1759.78,2758.86,0.67,1814.85,2709.64,9.17,17.08,1.8,66.1,55.61,51.81,2338.07,2345.52,23.16,5.94,0,60.2,5.81,0.43,33.32,0.24,29,0.28,9.45,6.78,1.09,36.29,9.78,1.55,11.33,0,2.47,1.44,3.14,31.28,45.13
3129806,4503,15512,46399.9999999999,158953.999999999,79.18,19.49,77.15,12.02,2.14,3.43,53.5,38.13,43.19,1064.51,1713.08,1.28,24.24,36.23,98.88,22.98,16.78,99.87,83.59,98.62,79.93,5.81,98.39,99.79,83.08,45.78,93.94,58.14,93.2,100,100,92.34,31.18,97.45,82.75,68.26,42.77,25.45,2.93,64.03,0.58,1559.66,2686.88,0.701,1931.58,2754.16,11.47,15.86,8.08,58.86,81.16,74.95,2045.28,2181.5,29.57,6.04,0.03,30.23,12.49,1.51,55.59,0.18,27,0.17,9.12,4.38,0.96,58.61,12.03,3.07,15.09,0.01,62.95,36.38,3.23,40.38,42.5
3129905,385,1079,1168,3382.00000000001,95.89,7.9,64.59,19.18,0,2.9,36.84,19.69,49.76,1194.62,1406.83,1.08,12.13,19.13,68.42,17.72,14.07,100,82.56,97.32,68.89,11.46,87.62,99.76,67.83,26.74,88.61,69.16,89.16,100,100,94.54,31.24,92.37,68.91,73.16,30.84,16.93,5.27,66.89,0.758,1435.44,1894.21,0.779,1363.51,1750.14,7.54,24.13,1.82,65.67,41.53,31.43,1651.54,1701.39,19.85,5.3,0,85.17,2.43,0.61,11.8,0,34,0.46,6.36,9.64,1.09,30.07,14.46,1.03,15.49,0,8.65,0.97,2.8,21.57,49.19
3130002,295,947,886.000000000002,2866,99.03,5.22,78.91,6.24,0,3.28,47.01,30.45,49.73,1064.51,1304.68,1.01,11.99,16.37,86.04,25.49,12.87,100,91.55,100,85.72,4.23,89.87,99.31,85.72,26.54,89.3,67.35,90.66,100,100,93.5,34.44,98.64,97.32,54.96,32.65,21.91,4.46,53.89,0.708,1334.46,1885.87,0.666,1321.18,1983.2,9.64,34.03,4.83,51.29,62.21,60.82,1732.05,1644.62,22.09,4.86,0,47.03,9.74,1.32,41.91,0,31,0.42,8.23,10.4,1.02,16.63,5.53,0.77,6.3,0,5.48,2.34,3.14,32.04,48.85
3130051,492,1996,2559,10746,72.2,24.16,86.16,5.1,0,4.2,58.52,32.47,47.82,603.22,879.59,0.63,3.52,7.41,71.62,45.58,20.92,97.48,71.56,65.87,14.24,18.67,36.91,73.04,52.05,18.15,85.29,71.4,86.04,100,100,91.8,54.36,95.43,75.04,57.11,28.96,18.64,4.47,63.62,0.773,1109.56,1434.77,0.61,1123.06,1841.21,7.75,30.42,7.21,59.04,25.7,30.35,1287.81,1283.41,32.55,6.26,0,22.74,6.56,0.44,69.99,0.27,24,0.23,9.62,6.51,1.07,19.06,4.6,2.08,6.54,0,11.55,4.91,3.81,35.92,45.86
3130101,1006,3355,10491.0000000001,34851.0000000002,79.57,18.41,70.45,13.93,1.22,3.35,50.05,28.57,46.58,1206.45,1523.61,1.24,20.43,30.15,90.14,22.36,15.25,100,63.28,97.61,58.85,2.92,93.22,99.45,60.65,40.55,92.36,59.22,92.01,100,100,92.71,27.09,96.5,85.49,55.73,41.1,26.71,5.44,61.82,0.665,1807.61,2716.38,0.716,2041.84,2850.57,14.79,18.34,7.12,57.42,71.75,67.06,2394.89,2329.18,28.1,5.22,0,33.45,8.33,2.01,56.13,0.08,29,0.26,8.57,6.59,1.01,58.26,16.94,1.57,18.48,0,24.45,13.62,3.13,32.46,45.56
