cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a11_adensamento,a12_proprio_quit,a13_alugado,a15_moradores,a15z_v005_familia,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a2_agua_rede,a22_energia,a23_esgoto_adeq,a24_duravel,a25_urbano,a26_radio,a27_geladeira,a28_televisao,a29_automovel,a3_agua_dentro,a30_fogao_lenha,a4_esgoto_rede,a5_esgoto_inadeq,a7b_sem_banheiro,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b3z_v036_igual_0,b4_freq_15a17,b8_superior_comp,c1_participacao,c13_beneficio,c2_desocupacao,c2z_v047_naonulo,c3_ocupacao,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,d7z_filhos_no_sexo_0,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,e4b_trab_estuda_outro_mun,f1_tamanho_familia
2415008,50,240,226,1152,50.88,75.22,0,4.85,4.8,74.8,12.6,45.41,0,0,0,82.74,55.75,1.77,0,0,0,0,46.02,0,0,100,17.31,91.05,20.08,100,100,82.12,100,32.52,0,28.57,0,37.38,2.43,0,24.05,37.38,0.11,21.79,5.38,1.01,0,16.06,4.12,0,22.89,4.77
2500106,320,1635,1294,7301,51.47,88.37,0.31,5.15,5.15,69.6,13.32,44.7,0,6.57,0,85.7,18.39,26.2,1.62,0,1,0,76.58,0,9.2,90.8,51.16,51.51,43.75,100,100,82.59,68.59,53.68,0,30.48,0,38.18,0,2.3,26.26,37.3,0.07,22.57,3.34,0.93,0.78,13.42,3,0,0,5.09
2500205,514,3032,1916,12444,75.1,32.1,2.14,5.93,6.02,81.43,7.94,39.91,0.47,3.08,0,68.27,11.12,34.08,0.84,0,0.42,0,88.15,0,0.21,99.79,14.21,92.69,11.33,100,100,80.26,91.36,9.26,0,11.46,0,44.68,0,1.14,28.87,44.17,0.04,23.82,2.01,1.04,0,0.51,0.15,0,0.41,5.9
2500304,1506,7712,6091,31635,59.38,47.71,9.47,5.08,5.03,72.01,22.1,46.23,14.76,20.49,7.39,59.27,40.81,26.78,3.73,1.33,1.21,11.08,2.73,0,28.35,64.19,29.92,78.45,24.97,100,100,82.37,86.35,57.72,0,55.5,0.44,42.72,1.05,1.21,28.78,42.2,0.1,20.61,4.7,0.91,0,16.64,5.01,0.01,0.32,4.92
2500403,1040,5630,3995,22746,57.42,48.94,5.66,5.41,5.38,72.64,20.64,47.04,8.06,9.04,3.23,62.8,21.2,35.48,2.04,1.18,1.26,3,58.54,0,20.48,76.3,30.25,87.58,25.9,100,100,82.64,84.03,46.32,0,47.72,0.05,35.6,0.27,1.77,24.33,34.97,0.1,21.14,4.68,0.91,1.76,4.28,1.61,0,1.1,5.3
2500502,490,2110,1931,9779,37.23,51.89,4.04,4.39,4.38,66.23,18.39,44.75,8.49,13.98,2.49,62.35,36.2,17.45,2.38,0.98,1.4,4.14,56.86,0,21.6,75.92,31.18,76.83,27.73,100,100,82.34,84.8,43.53,0,35.48,0.63,44.44,0.22,0.6,30.72,44.18,0.1,20.98,4.26,0.91,0,10.46,3.35,0,0.51,4.37
2500601,646,3575,2167,11534,65.44,48.64,9.78,5.51,5.37,77.62,9.81,45.74,0.69,7.2,0.46,22.06,27.23,21.5,1.75,0.83,0.74,0.46,78.59,0,46.7,52.84,30.89,76.68,25.83,100,100,83.01,82.13,39.57,0,34.85,0.25,43.92,0.24,0.78,29.94,43.58,0.07,19.65,3,1.05,0,36.65,12.97,0,1.6,5.31
2500700,809,4650,3240,18694,54.29,67.42,5.94,5.71,5.63,73.36,13.38,45.92,12.56,8.49,1.91,77.56,24.26,31.91,2.59,0.15,1.39,2.25,85.96,0,14.26,83.83,39.91,78.3,33.79,100,99.85,84.55,81.27,32.12,0.1,28.39,0.21,40.98,0.21,0.88,28.03,40.62,0.09,18.51,3.72,0.97,0,9.14,2.15,0,0,5.49
2500809,1023,5164,3591,18474,41.69,70.68,16.01,5.05,4.96,74.05,18.96,45.45,0.25,4.48,0,60.96,13.62,31.31,0.72,0.11,0.72,0.08,83.54,0,15.51,84.49,27.56,80.83,22.57,100,100,83.42,90.09,34.73,0.03,32.08,0,44.69,0.29,0.25,30.4,44.58,0.1,19.93,4.52,0.92,0,7.81,2.5,0,1.05,4.9
2500908,283,1325,1333,7080,56.94,82.82,5.48,4.72,4.86,69.33,21.13,46.28,0,13.88,0,63.77,25.58,29.71,1.88,0,0.98,1.35,73.82,0,24.46,75.54,34.42,70.86,30.08,100,100,85.18,81.12,30.28,0,25.16,0,40.54,0.17,2.35,29.46,39.58,0.12,17.69,4.61,0.91,0,15.35,6.46,0,0.16,4.66
2501005,825,4221,3457,18885,52.67,55.66,6.02,5.15,5.09,75.18,15.36,44.66,0,6.48,0,81.4,20.48,17.33,1.85,0.93,1.45,0.12,21.78,0,13.51,86.49,32.05,74.29,27.15,100,100,79.71,86.55,30.85,0,26.41,0.12,40.55,0.14,0.08,26.17,40.52,0.09,23.54,4.13,0.9,0,9.54,2.43,0,0.26,4.97
2501104,1481,7883,5779,31179,58.02,44.33,3.25,5.34,5.3,77,14.82,45.31,11.42,17.63,3.48,55.11,24.73,24.69,4.1,1.77,1.99,7.09,69.63,0,28.38,68.14,29.15,79.76,25.34,99.9,100,82.41,83.96,36.81,0,31.13,0.31,37.54,0.56,0.81,25.77,37.38,0.09,20.8,4.39,0.92,0.42,7.31,3.31,0.14,1.15,5.18
2501203,250,1453,869,4949,71.12,60.12,4.05,5.74,5.89,77.41,13.43,45.74,0,7.48,0.35,86.42,15.88,49.14,0,0,1.15,0.35,5.06,0,12.77,86.88,55.53,54.67,49.7,99.19,100,81.51,65.47,48.69,0,27.95,0,38.99,0.09,0.55,25.92,39.42,0.1,20.97,4.63,0.88,0.9,15.72,4.54,0,0,5.64
2501302,1276,6238,4929,24969,58.15,83.3,5.56,4.96,4.87,71.11,16.98,45.36,0,5.25,0,68.94,13.23,26.44,0.81,0.41,0.24,0,82.51,0,13.88,86.12,31.66,78.38,26.06,99.71,100,81.79,86.81,48.22,0,31.59,0,39.59,0,0.19,26.03,39.52,0.08,21.76,4,0.94,0.44,7.41,2.68,0.04,0,4.87
2501401,161,729,664,3346,53.31,87.5,1.36,4.56,4.44,72.23,17.67,43.45,7.08,9.49,3.92,31.33,45.63,9.04,1.2,0.6,1.2,6.48,72.14,0,0,96.08,27.38,82.37,23.43,100,100,81.11,88.24,41.01,0,32.08,0,33.94,1.3,3.29,22.71,32.83,0.08,22.56,3.58,0.94,0,16.11,7.58,0,1.74,4.37
2501500,1374,8119,4595,27396,59.35,39.27,2.96,5.86,5.81,75.71,13,47.59,3.44,6.62,1.74,70.05,11.6,27.26,2.12,0.61,1.64,3.26,89.9,0.44,10.18,88.01,32.71,75.29,28.1,100,99.87,83,89.54,35.18,0,38.67,0.22,36.92,0.29,0.64,25.2,37.02,0.1,20.41,4.55,0.92,0.93,6.04,2.42,0.11,1.61,5.66
2501609,700,3783,2649,14409,59.52,65.84,5.85,5.41,5.26,75.35,11.85,45.59,0,7.44,0,48.58,24.2,30.46,0.94,0.3,1.13,0.72,20.12,0,9.82,90.18,32.67,75.48,26.71,100,100,82.72,81.37,31.47,0,24.12,0.16,49.43,0.19,1.41,33.45,48.73,0.1,20.86,4.73,0.97,0,19.88,8.97,0,5.75,5.25
2501708,219,1121,895,4876,38.88,83.35,0,5.04,4.89,64.98,12.57,49.13,0,21.9,0,85.36,25.25,40.45,2.01,0.45,4.02,0,73.18,0,14.41,85.59,62.84,42.07,57.22,100,100,83.41,60.65,57,0,33.33,0,34.96,0.64,0.66,24.75,34.72,0.2,18.77,8.12,0.97,0,11.53,4.5,0,1.28,4.95
2501807,1649,8783,6545,35464,56.71,58.72,27.14,5.3,5.16,74.69,18.08,42.53,6.05,59.65,6.1,68.45,97.97,45.58,9.67,4.11,2,11.31,15.61,0,60.38,33.52,54.73,55.97,46.55,99.95,100,80.71,78.46,61.46,0.15,53.65,0.1,36.9,3.7,8.76,24.29,33.67,0.06,22.72,2.86,0.9,0,49.08,25.52,0.03,28.27,4.94
2501906,604,3005,2358,12021,47.6,61.27,19.49,4.95,4.86,73.54,20.87,47.42,12.17,16.84,1.15,58.99,52.04,19.34,2.37,0.47,1.02,12.98,80.2,0,19.25,79.6,27.16,80.95,26.74,100,100,83,88.37,32.77,0,27.75,0,38,0.19,4.16,25.97,36.42,0.11,20.49,4.83,0.9,0,22.59,7.18,0,0.28,4.77
2502003,437,3148,1276,8609,63.4,38.4,7.05,6.91,6.55,83.65,15.67,46.7,8.78,8.31,0.24,54.62,30.8,36.6,4.94,0,2.66,0.24,85.82,0,13.56,86.21,32.16,72.52,26.94,100,100,81.72,77.63,33.24,0,22.72,0.11,43.85,0.34,0.58,28.26,43.59,0.08,21.95,4.03,1.02,0,25.96,8.83,0,11.45,6.1
2502102,326,1837,1242,6686,56.12,73.99,5.64,5.45,5.59,73.6,11.17,43.8,0,5.56,0,53.38,26.81,21.9,0.56,0,1.13,0.32,95.81,0,10.31,89.69,35.12,86.25,29.87,100,100,84.61,83.07,39.72,0,38.1,0,42.62,0.17,0,29.73,42.62,0.08,17.98,3.39,0.96,0,0.24,0.07,0,3.95,5.4
2502201,61,310,224,1244,58.48,59.38,0,5.21,5.06,73.68,5.26,44.83,0,7.14,0,90.18,20.09,27.68,1.79,0,0,0,96.43,0,6.7,93.3,48.94,61.4,43.38,100,100,83.2,66.67,47.16,0,39.5,0,39.49,0,2.92,27.49,38.34,0.13,20.66,5.55,1.07,0,23.55,13.33,0,0,5.13
2502300,365,2254,1114,6596,71.81,52.15,2.6,6.1,6.16,80.71,9.78,42.99,0,2.24,0,88.06,6.73,32.76,0.36,0,0.9,0,89.5,0,3.23,96.77,47.73,72.52,41.63,100,100,82.57,75.44,42.21,0,26.22,0.09,45.1,0.16,0.55,30.12,44.85,0.06,21.2,2.78,0.95,0,7.22,3.51,0,2.44,5.9
2502409,337,1648,1224,7066,47.71,50.98,15.6,4.69,4.65,71.83,16.77,42.98,0,5.96,0,62.17,32.76,21.41,1.23,0.82,0.65,0,81.94,0,15.6,84.4,52.75,70.36,42.53,100,100,81.43,68.2,26.33,0,30.79,0.67,43.11,0.08,0.34,28.86,42.96,0.08,21.97,3.74,0.99,0,24.4,10.98,0,0,4.57
2502508,1329,6963,4872,26539,62.15,83.81,2.63,5.26,5.17,73.19,14.38,46.08,2.18,7.76,0.06,61.33,16.52,40.05,2.34,0.37,1.74,0.96,77.4,0,59.61,40.33,44.41,74.68,40.29,100,100,81.11,79.24,42.08,0,28.87,0,42.88,0.17,0.36,28.65,42.82,0.08,22.13,3.91,0.98,0.91,9.52,4.3,0.14,2.58,5.14
2502607,197,1034,931,5450,71.86,91.62,4.73,5.19,5.26,75.83,10.28,42.92,0,4.4,0,44.68,19.01,25.46,0.97,0.54,0,0.64,84.75,0,1.29,98.71,21.65,81.97,17.67,99.65,100,82.75,85.11,16.29,0.22,14.11,0.23,43.3,0.14,0,29.06,43.3,0.07,20.72,3.18,1,0,2.97,2.75,0,0,5.17
2502706,199,1002,713,4325,46.16,42.22,8.56,5.24,5.08,73.07,16.69,45.32,7.15,14.03,1.96,80.65,28.05,26.09,2.1,0.56,2.24,2.52,87.24,0,15.99,82.05,36.67,68.11,30.07,100,100,79.58,83.74,27.06,0.12,24.27,0,40.83,0.42,2.72,27.19,39.72,0.07,23.77,3.38,0.97,1.03,18.1,8.69,0,5.1,5.03
2502805,612,3966,1887,11979,56.93,63.86,3.82,6.46,6.2,79.98,11.72,45.33,8.27,8.27,0,77.32,25.12,31.05,3.02,0,1.7,0,90.3,0,8.8,91.2,43.98,61.93,36.44,100,100,82.19,71.59,51.4,0,40.36,0.15,41,0.17,0,26.5,41,0.07,21.69,3.58,1,0,10.17,3.72,0.03,1.86,5.98
2502904,330,1808,1034,5875,60.54,47.97,12.19,5.4,5.38,81.15,9.68,42.66,0,7.83,0,92.07,34.91,22.63,1.74,0.29,0.68,0,92.07,0,9.38,90.62,50.71,72.87,42.21,100,100,80.44,73.13,40.88,0,34.97,0.22,41.28,0.32,0.9,26.33,40.9,0.08,23.13,3.83,0.99,0,10.28,4.42,0,0.15,5.29
2503001,449,2200,1619,8303,49.04,58.99,7.54,5,4.87,74.29,13.32,43.87,0.19,5.62,0,46.88,27.61,18.78,1.48,0.49,1.48,0.37,80.54,0,39.53,60.47,30.44,81.3,25.85,100,99.82,81.4,91.2,45.71,0.06,32.27,0.14,43.88,0.21,1.42,29.69,43.26,0.06,21.23,2.89,1.05,0,45.14,15.93,0,16.42,4.79
2503100,282,1375,1093,5993,45.71,85.82,1.46,4.85,4.91,69.32,16.02,49.67,0,7.32,0,81.88,9.79,43.55,1.56,1.01,0.27,0,16.47,0,1.92,98.08,63.65,37.99,56.86,100,100,81.43,44.14,72.55,0,60.14,0,40.87,0.38,0.74,27.72,40.57,0.12,22.18,5.91,0.92,1.11,5.59,1.46,0.53,0.31,4.75
2503209,811,4157,3022,15830,45,59.07,25.91,5.09,4.94,73.8,26.2,44.95,1.82,58.44,7.02,70.48,80.18,45.67,17.5,5.82,2.42,10.32,23.73,0,59.63,33.36,60.67,47.32,54.04,100,100,83.92,65.16,72.35,0,57.31,0.92,35.6,4.22,7.89,24.7,32.75,0.09,19.19,3.8,0.89,0,27.23,7.28,0.08,3.36,4.67
2503308,338,1716,1264,6835,49.84,47.78,1.34,5.15,5.15,71.43,10.03,45.6,0,1.82,0,80.85,16.53,29.98,0.79,0,1.19,0,92.09,0,12.34,87.66,53.3,71.65,45.62,100,100,82.11,64.5,52.72,0,27.29,0,40.19,0.26,0.98,26.91,39.73,0.08,21.39,3.71,1.02,0,13.72,3.68,0,8.81,5.11
2503407,132,749,526,3155,47.53,34.79,8.94,5.77,5.54,68.66,13.59,48.78,0,3.42,0,82.13,20.72,28.33,1.33,0,0,0,82.89,0,10.65,89.35,61.52,44.19,58.23,100,100,83.93,54.11,52.75,0,15.84,0,28.99,0.14,0.63,20.22,28.81,0.1,19.45,4.25,0.99,0,5.39,1.51,0,0.96,5.49
2503506,681,3378,2614,14135,53.48,66.53,5.59,5,4.86,78.55,17.55,45.46,0.15,4.67,0.15,65.72,15.15,21.54,0.73,0.15,1.26,0.15,18.59,0,5.74,94.11,27.76,80.4,22.29,100,99.91,80.93,88.42,37.56,0.03,24.67,0,40.63,0.04,0.27,25.78,40.52,0.08,22.98,4.24,0.9,0,8.71,3.02,0,0.41,4.82
2503605,592,3068,2120,10541,44.78,70.8,9.91,5.15,5.04,72.93,20.49,45.74,3.77,8.25,0,53.25,30.8,21.98,1.13,0.19,0.57,4.15,87.42,0,12.45,87.55,33.98,73.14,31.07,100,100,82.43,85.71,49.71,0,49.25,0,40.49,0.69,0.36,26.33,40.34,0.1,21.15,4.67,0.91,0,16.38,4.42,0,1.7,4.9
2503704,1926,10071,7653,41693,49.23,53.64,25.47,5.23,5.25,70.37,15.66,44.75,27.37,43.51,14.01,83.68,63.26,41.78,10.94,2.74,4.49,23.14,48.82,0,26.94,59.05,59.26,56.79,53.9,100,100,84.05,64.11,53.17,0,47.78,0.92,36.26,0.52,0.4,25.35,36.11,0.08,19,3.56,0.93,0,16.36,6.45,0,1.21,5.12
2503803,181,784,767,3462,43.94,67.54,8.21,4.36,4.34,69.43,19.93,43.88,0,7.04,0,71.84,24.77,19.56,0,0.52,1.56,0,83.96,0,18.38,81.62,28.67,79.07,27.39,100,100,81.72,93.37,42.61,0,18.26,0,40.87,0.26,0,27.61,40.87,0.07,20.74,3.15,0.92,0,17.36,7.07,0,7.25,4.36
2503902,223,1212,798,4677,51.25,72.06,1,5.37,5.43,65.36,14.47,49.58,0,5.39,0,94.11,12.53,32.33,2.01,0,2.88,0,80.2,0,6.89,93.11,48.38,81.84,40.62,99.48,100,83.07,67.74,32.79,0,11.38,0.34,45.04,0.43,2.97,32.2,44,0.11,20.01,4.81,0.94,1.06,6.78,1.62,0,1.05,5.2
2504009,9275,48430,36279,195497,51.4,57.52,29.54,5.18,5.09,73.07,20.03,44.77,36.21,66.55,19.97,74.72,85.88,57.7,18.59,12.3,6.81,29.54,12.97,10.68,43.8,36.23,62.57,51.41,57.43,99.81,99.8,84.2,62.59,66.1,0.08,58.76,1.93,38.65,1.47,5.2,27.52,36.7,0.09,18.78,3.71,0.87,0.6,26.66,8.57,0.14,0.78,4.94
2504108,68,424,241,1455,66.8,80.91,0,6.19,6.2,81.55,2.15,38.86,0,3.32,0,60.17,40.66,10.37,0,0,0,0,94.61,0,1.66,98.34,16.07,96.83,13.87,100,100,81.79,67.44,27.06,0,14.56,0,41.32,0.43,1.05,26.19,40.89,0.03,21.72,1.37,1.13,0,2.75,2.77,0,0,6.19
2504207,217,1169,848,5209,55.31,32.55,4.95,5.43,5.38,74.34,15.49,44.93,0,4.6,0,50.47,31.01,18.28,0.94,0,1.53,0,83.73,0,2.36,97.64,33.16,77.93,28.24,100,100,82.45,84.08,22.41,0,23.62,0,46.71,0.23,1.34,31.46,46.08,0.09,21.16,4.07,1.02,0,16.16,5.91,0,0.21,5.27
2504306,1056,6818,3758,23500,62.24,50.64,11.04,6.4,6.24,80.84,12.41,44.74,11.63,16.71,6.36,79.51,39.84,30.84,7.03,1.81,3.06,6.71,66.66,0,16.42,77.22,51.28,62.93,43.64,100,100,83.09,68.62,54.93,0,43.65,0.47,39.62,0.23,1.4,25.9,39.07,0.07,20.86,3.36,0.96,0,13.83,5.33,0.02,0.59,6.05
2504405,915,5347,3181,18789,65.23,56.96,8.71,5.86,5.79,77.77,10.57,44.1,9.81,8.74,3.9,67.62,24.24,24.74,3.08,0.19,2.39,10,52.62,0,11.88,84.22,43.16,65.25,34.73,100,100,83.05,76.02,36.94,0,30.76,0.1,44.05,0.26,0,29.63,44.05,0.07,20.62,3.02,0.98,0,7.86,2.28,0,2.01,5.75
2504504,198,970,1151,7157,42.75,41.62,18.33,5.1,5.09,71.3,8.41,44.08,0.78,12.86,2.17,73.07,36.92,37.01,2.26,0,2,3.39,82.36,0,28.84,68.98,45.33,68.16,37.13,100,100,81.56,72.49,22.84,0,20.64,0,37.46,0.71,2.95,25.14,36.36,0.08,21.78,3.51,1.02,0,8.24,2.12,0,2.79,5.06
